Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,AGE,Ecotype,isolate,Collection_Date,treatment,BIOMATERIAL_PROVIDER,collected_by,disease,replicate,sample_type,disease_stage,temp,cell_type,Replicate_and_Read,sex,GEO_Accession (exp),source_name,ID,tmp,growth_protocol,Sample_Name,agent,common_name,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,external_id,genotype,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),growth_facility,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,isolation_and_growth_condition,organism_common_name,plant_developmental_stage,plant_growth_medium,plant_structure,Source_material_identifiers,Submitter_Id,pair_end_sequencing,aliquot,BREED,coded/blinded_study_arm,Sample_id,strain,test_day,time_of_blood_draw,unblinded_study_arm,Host,isolation_source,Biological_Replicate,differentiation,plant_treatment,=replicate,paried,replicated,host_strain,infection_timepoint,phage,breeding_method,lat_lon,height_or_length,N,air_temp_regm,altitude,antibiotic_regm,env_broad_scale,env_local_scale,env_medium,source_uvig,virus_enrich_appr,humidity,Temperature_Range,tissues,age_units,Annual.household.income..Biospecimen.,Anti.infective..Biospecimen.,Autism.spectrum.disorder..Biospecimen.,Average.conc..Extract.,Batch..OmicsFileSet.,Behavior.video.submitted..M3...Biospecimen.,Biospecimen.Barcode,Biospecimen.consumption,Biospecimen.consumption.unit,Biospecimen.Date.Collected,Biospecimen.Description,Biospecimen.ID,Biospecimen.location..Extract.,Biospecimen.mass,Biospecimen.mass.unit,Biospecimen.Name,Born.by.caesarian.section..Biospecimen.,Born.prematurely..Biospecimen.,Conc1..Extract.,Conc2..Extract.,Constipation..Biospecimen.,Conversation.ability..Biospecimen.,Dairy..consumption.frequency...Biospecimen.,Developmental_stage,Diarrhea..Biospecimen.,Diet.during.infancy..Biospecimen.,Dietary.regime..Biospecimen.,Dietary.restrictions..M3...Biospecimen.,Dietary.restrictions.details..M3...Biospecimen.,Dietary.supplement..Biospecimen.,Environmental.tobacco.smoke.exposure..Biospecimen.,Extract.Barcode,Extract.concentration,Extract.concentration.unit
SRR23580719,RNA-Seq,289,7030514238,SAMN33404544,2315459846,JIANGSU PROVINCE AND CHINESE ACADEMY OF SCIENCES (NANJING BOTANICAL GARDEN MEM. SUN YAT-SEN),public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX19467444,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium,ILLUMINA,2023-02-22T00:00:00Z,2023-02-22T00:10:00Z,1,P_pink_3,SRP423815,PRJNA937387,6,Fruits,China,Asia,Plant,China: Nanjing,Pink Lemonade,ripening stage,five year old,not applicate,not applicate,2022,P_pink,,Wenlong Wu,,,tissue sample,,6,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23580720,RNA-Seq,289,6256731170,SAMN33404543,2060296887,JIANGSU PROVINCE AND CHINESE ACADEMY OF SCIENCES (NANJING BOTANICAL GARDEN MEM. SUN YAT-SEN),public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19467443,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium,ILLUMINA,2023-02-22T00:00:00Z,2023-02-22T00:11:00Z,1,P_pink_2,SRP423815,PRJNA937387,5,Fruits,China,Asia,Plant,China: Nanjing,Pink Lemonade,ripening stage,five year old,not applicate,not applicate,2022,P_pink,,Wenlong Wu,,,tissue sample,,5,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23580721,RNA-Seq,289,6666372495,SAMN33404542,2193667793,JIANGSU PROVINCE AND CHINESE ACADEMY OF SCIENCES (NANJING BOTANICAL GARDEN MEM. SUN YAT-SEN),public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX19467442,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium,ILLUMINA,2023-02-22T00:00:00Z,2023-02-22T00:09:00Z,1,P_pink_1,SRP423815,PRJNA937387,4,Fruits,China,Asia,Plant,China: Nanjing,Pink Lemonade,ripening stage,five year old,not applicate,not applicate,2022,P_pink,,Wenlong Wu,,,tissue sample,,4,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23580722,RNA-Seq,289,5990526994,SAMN33404541,1968339866,JIANGSU PROVINCE AND CHINESE ACADEMY OF SCIENCES (NANJING BOTANICAL GARDEN MEM. SUN YAT-SEN),public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX19467441,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium,ILLUMINA,2023-02-22T00:00:00Z,2023-02-22T00:11:00Z,1,G_blue_3,SRP423815,PRJNA937387,3,Fruits,China,Asia,Plant,China: Nanjing,Gardenblue,ripening stage,five year old,not applicate,not applicate,2022,G_blue,,Wenlong Wu,,,tissue sample,,3,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23580723,RNA-Seq,290,6686955762,SAMN33404540,2200928677,JIANGSU PROVINCE AND CHINESE ACADEMY OF SCIENCES (NANJING BOTANICAL GARDEN MEM. SUN YAT-SEN),public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX19467440,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium,ILLUMINA,2023-02-22T00:00:00Z,2023-02-22T00:15:00Z,1,G_blue_2,SRP423815,PRJNA937387,2,Fruits,China,Asia,Plant,China: Nanjing,Gardenblue,ripening stage,five year old,not applicate,not applicate,2022,G_blue,,Wenlong Wu,,,tissue sample,,2,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23580724,RNA-Seq,290,6595671456,SAMN33404539,2169922224,JIANGSU PROVINCE AND CHINESE ACADEMY OF SCIENCES (NANJING BOTANICAL GARDEN MEM. SUN YAT-SEN),public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX19467439,Illumina HiSeq 2500,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium,ILLUMINA,2023-02-22T00:00:00Z,2023-02-22T00:08:00Z,1,G_blue_1,SRP423815,PRJNA937387,1,Fruits,China,Asia,Plant,China: Nanjing,Gardenblue,ripening stage,five year old,not applicate,not applicate,2022,G_blue,,Wenlong Wu,,,tissue sample,,1,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25316063,RNA-Seq,300,6986652000,SAMN36507164,2224217958,CHONNAM NATIONAL UNIVERSITY,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21058545,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,plant metagenome,ILLUMINA,2023-07-18T00:00:00Z,2023-07-18T13:48:00Z,1,frozen blueberry USA,SRP449990,PRJNA995899,Blueberry USA-HTS,,USA,North America,Metagenome or environmental,USA,,,,,,2023-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium corymbosum,frozen blueberry,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25316064,RNA-Seq,300,6022760400,SAMN36507163,1909938016,CHONNAM NATIONAL UNIVERSITY,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21058544,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,plant metagenome,ILLUMINA,2023-07-18T00:00:00Z,2023-07-18T13:44:00Z,1,frozen blueberry Chile,SRP449990,PRJNA995899,Blueberry CHL-HTS,,Chile,South America,Metagenome or environmental,Chile,,,,,,2023-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium corymbosum,frozen blueberry,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25316065,RNA-Seq,300,6648966000,SAMN36507162,2114892068,CHONNAM NATIONAL UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21058543,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,plant metagenome,ILLUMINA,2023-07-18T00:00:00Z,2023-07-18T13:47:00Z,1,frozen blueberry Canada,SRP449990,PRJNA995899,Blueberry CAN-HTS,,Canada,North America,Metagenome or environmental,Canada,,,,,,2023-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaccinium corymbosum,frozen blueberry,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR22256992,RNA-Seq,300,40640506500,SAMN31684371,16122254400,MICHIGAN STATE UNIVERSITY,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX18233508,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2022-11-10T00:00:00Z,2022-11-10T16:48:00Z,1,Aurora_leaf,SRP407259,PRJNA900257,RNAseq_2018,leaf,USA,North America,Plant,USA: Michigan,Aurora,,3-4,wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938448,RNA-Seq,300,8271814800,SAMN37311262,3927841578,MICHIGAN STATE UNIVERSITY,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21657398,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:50:00Z,1,JT22,SRP455030,PRJNA1005331,JT22,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 2,Replicate: 2,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938449,RNA-Seq,300,8594134200,SAMN37311261,3914633241,MICHIGAN STATE UNIVERSITY,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21657397,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:54:00Z,1,JT21,SRP455030,PRJNA1005331,JT21,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 2,Replicate: 1,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938450,RNA-Seq,300,8416097700,SAMN37311260,3844081373,MICHIGAN STATE UNIVERSITY,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21657396,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T09:11:00Z,1,JT13,SRP455030,PRJNA1005331,JT13,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 1,Replicate: 3,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938451,RNA-Seq,300,6943730100,SAMN37311188,3192774628,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21657395,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:51:00Z,1,DN23,SRP455030,PRJNA1005331,DN23,Leaf,USA,North America,Plant,USA:East Lansing,Draper,mature fruit,mature plants,,,2020/2021,Mock (water),"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 2,Replicate: 3,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938452,RNA-Seq,300,8282946000,SAMN37311259,3931544373,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21657394,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T09:02:00Z,1,JT12,SRP455030,PRJNA1005331,JT12,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 1,Replicate: 2,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938453,RNA-Seq,300,8791078500,SAMN37311258,4019122636,MICHIGAN STATE UNIVERSITY,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21657393,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:53:00Z,1,JT11,SRP455030,PRJNA1005331,JT11,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 1,Replicate: 1,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938454,RNA-Seq,300,8592600300,SAMN37311257,3964170095,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21657392,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:51:00Z,1,JT03,SRP455030,PRJNA1005331,JT03,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 0,Replicate: 3,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938455,RNA-Seq,300,8484535800,SAMN37311256,4044495948,MICHIGAN STATE UNIVERSITY,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21657391,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:54:00Z,1,JT02,SRP455030,PRJNA1005331,JT02,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 0,Replicate: 2,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938456,RNA-Seq,300,7372832700,SAMN37311255,3636918745,MICHIGAN STATE UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21657390,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T09:14:00Z,1,JT01,SRP455030,PRJNA1005331,JT01,Leaf,USA,North America,Plant,USA:East Lansing,Jersey,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 0,Replicate: 1,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938457,RNA-Seq,300,6284590800,SAMN37311254,2878768097,MICHIGAN STATE UNIVERSITY,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21657389,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:49:00Z,1,ET43,SRP455030,PRJNA1005331,ET43,Leaf,USA,North America,Plant,USA:East Lansing,Elliott,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 4,Replicate: 3,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938458,RNA-Seq,300,8607679500,SAMN37311253,4091094151,MICHIGAN STATE UNIVERSITY,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21657388,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:54:00Z,1,ET42,SRP455030,PRJNA1005331,ET42,Leaf,USA,North America,Plant,USA:East Lansing,Elliott,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 4,Replicate: 2,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938459,RNA-Seq,300,7027303500,SAMN37311252,3283157960,MICHIGAN STATE UNIVERSITY,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21657387,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:51:00Z,1,ET41,SRP455030,PRJNA1005331,ET41,Leaf,USA,North America,Plant,USA:East Lansing,Elliott,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 4,Replicate: 1,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938460,RNA-Seq,300,6892005300,SAMN37311251,3234857221,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21657386,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:55:00Z,1,ET33,SRP455030,PRJNA1005331,ET33,Leaf,USA,North America,Plant,USA:East Lansing,Elliott,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 3,Replicate: 3,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938461,RNA-Seq,300,7849799700,SAMN37311250,3668438984,MICHIGAN STATE UNIVERSITY,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21657385,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:51:00Z,1,ET32,SRP455030,PRJNA1005331,ET32,Leaf,USA,North America,Plant,USA:East Lansing,Elliott,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 3,Replicate: 2,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938462,RNA-Seq,300,8573903700,SAMN37311187,3883671127,MICHIGAN STATE UNIVERSITY,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21657384,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:50:00Z,1,DN22,SRP455030,PRJNA1005331,DN22,Leaf,USA,North America,Plant,USA:East Lansing,Draper,mature fruit,mature plants,,,2020/2021,Mock (water),"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 2,Replicate: 2,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938463,RNA-Seq,300,7098874800,SAMN37311249,3501280851,MICHIGAN STATE UNIVERSITY,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21657383,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:51:00Z,1,ET31,SRP455030,PRJNA1005331,ET31,Leaf,USA,North America,Plant,USA:East Lansing,Elliott,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 3,Replicate: 1,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938464,RNA-Seq,300,8039398200,SAMN37311233,3707651024,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX21657382,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:52:00Z,1,DT23,SRP455030,PRJNA1005331,DT23,Leaf,USA,North America,Plant,USA:East Lansing,Draper,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 2,Replicate: 3,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25938465,RNA-Seq,300,6179385900,SAMN37311232,2968127515,MICHIGAN STATE UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21657381,Illumina HiSeq 4000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2023-09-07T00:00:00Z,2023-09-07T08:50:00Z,1,DT22,SRP455030,PRJNA1005331,DT22,Leaf,USA,North America,Plant,USA:East Lansing,Draper,mature fruit,mature plants,,,2020/2021,C. fioriniae,"Edger Lab\, Michigan State University",Alexys Kelsey,Anthracnose,,Berry,Day: 2,Replicate: 2,mixed cell type- leaf tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
